frame.time_epoch	frame.len	eth.src	eth.dst	ip.src	ip.dst	tcp.srcport	tcp.dstport	udp.srcport	udp.dstport	icmp.type	icmp.code	arp.opcode	arp.src.hw_mac	arp.src.proto_ipv4	arp.dst.hw_mac	arp.dst.proto_ipv4	ipv6.src	ipv6.dst
1683435388.946830000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.946955000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947080000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947164000	94	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435388.947228000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947371000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947513000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947640000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947788000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947788000	86	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	50111								2404:6800:4007:825::200a	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.947931000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.948378000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.948378000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.948378000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.952590000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.952681000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.952827000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.952831000	95	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435388.952952000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.953076000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.953227000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.953357000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.953536000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.953714000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.953773000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.953918000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.954001000	95	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435388.954048000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.954173000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.954408000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.960141000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.960306000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.960388000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.960501000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.960692000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.960791000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.960933000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.961049000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.961052000	95	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435388.961213000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.961337000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.961467000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.961624000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.961766000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.961873000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.962116000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.962251000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.962402000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.962484000	95	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435388.962532000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.962663000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.962838000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.962957000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.963079000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.963221000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.963351000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.963492000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.963666000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.963775000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.963858000	95	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435388.964019000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.964138000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.964285000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.964410000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435388.974090000	96	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435388.977526000	183	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					57130	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:6800:4007:808::200e
1683435389.002340000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.002433000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.004376000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.006366000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.006492000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.006534000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.006547000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.006558000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.006611000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.012680000	96	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435389.012928000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013000000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013013000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013024000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013034000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013047000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013059000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013077000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013086000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013095000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013104000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013112000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013120000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013165000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013165000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013165000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013167000	95	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435389.013352000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013415000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013587000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013587000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.013719000	95	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					58964	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:a800:6:66::13
1683435389.014278000	1286	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					57130	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:6800:4007:808::200e
1683435389.014314000	1292	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					57130	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:6800:4007:808::200e
1683435389.014349000	184	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					57130	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:6800:4007:808::200e
1683435389.032668000	1288	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	57130								2404:6800:4007:808::200e	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.032757000	1001	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	57130								2404:6800:4007:808::200e	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.032757000	85	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	57130								2404:6800:4007:808::200e	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.032757000	91	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	57130								2404:6800:4007:808::200e	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.032757000	88	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	57130								2404:6800:4007:808::200e	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.032757000	140	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	57130								2404:6800:4007:808::200e	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.032757000	84	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	57130								2404:6800:4007:808::200e	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.032960000	98	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					57130	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:6800:4007:808::200e
1683435389.033088000	98	b4:8c:9d:91:e1:31	5a:5e:dd:ab:45:7a					57130	443								2401:4900:4bb7:f9d0:c984:4373:ffae:ba46	2404:6800:4007:808::200e
1683435389.033681000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.033755000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.033809000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.033903000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
1683435389.033998000	1292	5a:5e:dd:ab:45:7a	b4:8c:9d:91:e1:31					443	58964								2404:a800:6:66::13	2401:4900:4bb7:f9d0:c984:4373:ffae:ba46
